_RAJ2000,_DEJ2000,X,CRTS,RAJ2000,DEJ2000,Vmax,l_Vmin,Vmin,Ndet,Det,Ref,Simbad,recno
15 26 25.2000,-14 41 45.000,,J152625.2-144145,15 26 25.20,-14 41 45.0,15.1,,19.8,6,CSS090331:152625-144145,,Simbad,550
15 27 18.6100,-32 30 55.100,,J152718.6-323055,15 27 18.61,-32 30 55.1,17.5,,,1,SSS120519:152719-323055,,Simbad,551
15 27 30.7000,+18 17 27.200,,J152730.7+181727,15 27 30.70,+18 17 27.2,17.0,,19.8,1,CSS120101:152731+181727,,Simbad,552
15 28 57.8800,+03 49 11.800,,J152857.9+034912,15 28 57.88,+03 49 11.8,16.6,,19.4,2,SDSS J152857.86+034911.7,I,Simbad,553
15 30 15.0300,+09 49 46.400,,J153015.0+094946,15 30 15.03,+09 49 46.4,16.0,,18.7,7,SDSS J153015.04+094946.3,I,Simbad,554
15 30 23.6400,+22 06 46.200,,J153023.6+220646,15 30 23.64,+22 06 46.2,17.4,,19.4,3,CSS110920:153024+220646,,Simbad,555
15 31 50.8000,+15 24 46.800,,J153150.8+152447,15 31 50.80,+15 24 46.8,18.8,>,20.5,2,CSS080401:153151+152447,,Simbad,556
15 33 06.1200,-23 35 34.600,,J153306.1-233535,15 33 06.12,-23 35 34.6,16.5,,,0,SSS100504:153306-233535,,Simbad,557
15 34 51.1200,+07 29 30.600,,J153451.1+072931,15 34 51.12,+07 29 30.6,18.3,,,1,CSS120328:153451+072931,,Simbad,558
15 36 34.4100,+33 28 52.100,,J153634.4+332852,15 36 34.41,+33 28 52.1,15.4,,18.6,2,SDSS J153634.42+332851.9,I,Simbad,559
15 36 45.2300,-14 25 43.100,,J153645.2-142543,15 36 45.23,-14 25 43.1,17.0,,,1,SSS110721:153645-142543,,Simbad,560
15 38 08.1900,-18 38 01.600,,J153808.2-183802,15 38 08.19,-18 38 01.6,18.7,>,21.0,1,SSS100513:153808-183802,,Simbad,561
15 38 32.8100,-15 17 18.700,,J153832.8-151719,15 38 32.81,-15 17 18.7,16.5,,19.2,2,MLS120514:153833-151719,,Simbad,562
15 40 22.4600,+01 22 31.100,,J154022.5+012231,15 40 22.46,+01 22 31.1,18.8,,,1,CSS120127:154022+012231,,Simbad,563
15 43 34.6400,-35 59 06.000,,J154334.6-355906,15 43 34.64,-35 59 06.0,16.9,,,1,SSS120718:154335-355906,,Simbad,564
15 43 54.1100,-14 37 44.800,,J154354.1-143745,15 43 54.11,-14 37 44.8,18.0,,21.2,2,CSS100531:154354-143745,,Simbad,565
15 44 18.0500,+08 46 39.400,,J154418.0+084639,15 44 18.05,+08 46 39.4,18.5,,,2,CSS110205:154418+084639,,Simbad,566
15 44 28.1200,+33 57 24.900,,J154428.1+335725,15 44 28.12,+33 57 24.9,17.3,,,2,CSS090322:154428+335725,,Simbad,567
15 44 56.7500,-32 27 22.200,,J154456.7-322722,15 44 56.75,-32 27 22.2,14.7,,17.1,1,SSS120628:154457-322722,,Simbad,568
15 45 44.8900,+44 28 30.100,,J154544.9+442830,15 45 44.89,+44 28 30.1,15.2,,,1,CSS110428:154545+442830,,Simbad,569
15 48 17.5500,+15 32 21.300,,J154817.5+153221,15 48 17.55,+15 32 21.3,16.5,,19.9,1,SDSS J154817.56+153221.2,,Simbad,570
15 51 22.3300,-04 25 50.200,,J155122.3-042550,15 51 22.33,-04 25 50.2,17.2,,20.9,2,CSS110506:155122-042550,,Simbad,571
15 53 25.6700,+11 44 36.800,,J155325.7+114437,15 53 25.67,+11 44 36.8,17.7,,,4,CSS080424:155326+114437,,Simbad,572
15 54 30.5700,+36 50 42.700,,J155430.6+365043,15 54 30.57,+36 50 42.7,17.0,,,4,CSS081009:155431+365043,,Simbad,573
15 55 40.2500,+36 46 43.600,,J155540.2+364644,15 55 40.25,+36 46 43.6,16.0,,,1,SDSS J155540.19+364643.1,,Simbad,574
15 55 49.4800,-23 17 02.700,,J155549.5-231703,15 55 49.48,-23 17 02.7,17.0,,,1,SEKBO 106424.1762,,Simbad,575
15 56 30.9700,-08 04 40.500,,J155631.0-080440,15 56 30.97,-08 04 40.5,15.2,,18.1,5,CSS090321:155631-080440,,Simbad,576
15 56 44.2500,-00 09 50.400,,J155644.2-000950,15 56 44.25,-00 09 50.4,12.3,,18.3,2,J1556-0009,,Simbad,577
15 56 56.9600,+35 23 38.100,,J155656.9+352338,15 56 56.96,+35 23 38.1,16.4,,18.9,1,J1556+3523,,Simbad,578
15 57 48.0300,+07 05 43.000,,J155748.0+070543,15 57 48.03,+07 05 43.0,18.6,,,1,CSS100507:155748+070543,,Simbad,579
16 00 03.7100,+33 11 13.900,,J160003.7+331114,16 00 03.71,+33 11 13.9,14.5,,19.0,12,VW CrB,,Simbad,580
16 02 04.8000,+03 16 31.800,,J160204.8+031632,16 02 04.80,+03 16 31.8,17.1,,,10,CSS080331:160205+031632,,Simbad,581
16 02 32.1500,+16 17 32.500,,J160232.2+161732,16 02 32.15,+16 17 32.5,18.3,,,1,CSS080424:160232+161732,,Simbad,582
16 04 10.5600,+14 56 18.200,,J160410.6+145618,16 04 10.56,+14 56 18.2,16.6,,,1,CSS120326:160411+145618,,Simbad,583
16 04 19.0400,+16 15 49.000,,J160419.0+161549,16 04 19.04,+16 15 49.0,16.3,,19.2,3,SDSS J160419.02+161548.5,I,Simbad,584
16 05 24.1400,+06 08 15.800,,J160524.1+060816,16 05 24.14,+06 08 15.8,18.4,,,1,CSS080428:160524+060816,,Simbad,585
16 08 24.0400,+16 52 40.400,,J160824.0+165240,16 08 24.04,+16 52 40.4,15.0,>,20.4,1,CSS110921:160824+165240,,Simbad,586
16 08 44.7900,+22 06 10.000,,J160844.8+220610,16 08 44.79,+22 06 10.0,17.5,,,4,CSS080302:160845+220610,,Simbad,587
16 10 27.6300,+09 07 38.500,,J161027.6+090739,16 10 27.63,+09 07 38.5,13.9,,20.0,1,SDSS J161027.61+090738.4,I,Simbad,588
16 12 21.2700,-15 09 38.600,,J161221.3-150939,16 12 21.27,-15 09 38.6,15.9,,,2,CSS090526:161221-150939,,Simbad,589
16 13 04.3800,+01 21 24.800,,J161304.4+012125,16 13 04.38,+01 21 24.8,19.0,,,3,ROTSE3 J161304.4+012124.4,,Simbad,590
16 16 37.1800,-18 10 27.200,,J161637.2-181027,16 16 37.18,-18 10 27.2,14.7,,16.6,2,CSS100408:161637-181027,,Simbad,591
16 16 58.0000,-24 56 47.000,,J161658.0-245647,16 16 58.00,-24 56 47.0,18.9,,,1,SSS110506:161658-245647,,Simbad,592
16 18 22.7700,-10 25 00.400,,J161822.8-102500,16 18 22.77,-10 25 00.4,16.8,,20.5,1,CSS120301:161823-102500,,Simbad,593
16 18 50.7600,-05 25 08.600,,J161850.8-052509,16 18 50.76,-05 25 08.6,16.5,,,2,CSS080405:161851-052509,,Simbad,594
16 19 09.1000,+13 51 45.600,,J161909.1+135146,16 19 09.10,+13 51 45.6,15.2,,17.3,10,SDSS J161909.10+135145.5,I,Simbad,595
16 19 17.7100,-02 29 29.400,,J161917.7-022929,16 19 17.71,-02 29 29.4,14.3,,16.8,1,X Ser,,Simbad,596
16 20 12.0100,+11 52 57.100,,J162012.0+115257,16 20 12.01,+11 52 57.1,19.5,,20.8,1,CSS080415:162012+115257,,Simbad,597
16 22 09.6100,+36 04 18.600,,J162209.6+360419,16 22 09.61,+36 04 18.6,15.3,,18.9,1,CSS111019:162210+360419,,Simbad,598
16 22 35.7400,+03 52 46.500,,J162235.7+035247,16 22 35.74,+03 52 46.5,15.7,,,2,CSS090601:162236+035247,,Simbad,599
16 23 22.2300,+12 13 34.100,,J162322.2+121334,16 23 22.23,+12 13 34.1,17.2,,,0,CSS080606:162322+121334,III,Simbad,600
16 25 01.7200,+39 09 26.300,,J162501.7+390926,16 25 01.72,+39 09 26.3,12.7,,17.4,5,V0844 Her,I,Simbad,601
16 25 20.3100,+12 03 09.100,,J162520.3+120309,16 25 20.31,+12 03 09.1,13.1,,18.5,1,SDSS J162520.29+120308.7,I,Simbad,602
16 26 05.7100,+22 50 44.400,,J162605.7+225044,16 26 05.71,+22 50 44.4,18.4,,,3,CSS080514:162606+225044,,Simbad,603
16 26 19.8300,-12 55 56.500,,J162619.8-125557,16 26 19.83,-12 55 56.5,16.8,,20.3,1,CSS090419:162620-125557,,Simbad,604
16 26 56.8000,-00 25 48.600,,J162656.8-002549,16 26 56.80,-00 25 48.6,18.2,,,1,CSS080426:162657-002549,,Simbad,605
16 27 18.3900,+12 04 35.200,,J162718.4+120435,16 27 18.39,+12 04 35.2,14.8,,18.8,1,SDSS J162718.39+120435.0,,Simbad,606
16 28 06.1700,+06 53 15.500,,J162806.2+065316,16 28 06.17,+06 53 15.5,14.1,,20.2,1,CSS110611:162806+065316,,Simbad,607
16 28 30.8800,+24 02 59.300,,J162830.8+240259,16 28 30.88,+24 02 59.3,14.8,,20.2,7,SDSS J162830+240259,,Simbad,608
16 30 58.8500,+11 43 27.200,,J163058.9+114327,16 30 58.85,+11 43 27.2,17.4,,,1,CSS120419:163059+114327,,Simbad,609
16 31 20.8900,+10 31 33.900,,J163120.9+103134,16 31 20.89,+10 31 33.9,14.1,,18.1,5,CSS080505:163121+103134,III,Simbad,610
16 32 39.2700,+35 11 07.900,,J163239.3+351108,16 32 39.27,+35 11 07.9,18.0,>,20.8,1,CSS110507:163239+351108,V,Simbad,611
16 33 11.3500,-01 11 31.600,,J163311.3-011132,16 33 11.35,-01 11 31.6,17.8,,,1,CSS100601:163311-011132,,Simbad,612
16 33 24.9900,-16 54 26.700,,J163325.0-165427,16 33 24.99,-16 54 26.7,17.4,,20.3,1,SSS100927:163325-165427,,Simbad,613
16 33 31.6400,-02 04 10.400,,J163331.6-020410,16 33 31.64,-02 04 10.4,16.7,>,19.8,1,CSS090502:163332-020410,,Simbad,614
16 38 05.3900,+08 37 58.500,,J163805.4+083758,16 38 05.39,+08 37 58.5,15.3,,19.1,3,V0544 Her,,Simbad,615
16 38 23.7300,-09 17 19.600,,J163823.7-091720,16 38 23.73,-09 17 19.6,16.8,,,1,CSS120519:163824-091720,,Simbad,616
16 38 47.7400,+40 50 57.000,,J163847.7+405057,16 38 47.74,+40 50 57.0,16.7,,,3,CSS120322:163848+405057,,Simbad,617
16 39 42.7000,+12 24 14.400,,J163942.7+122414,16 39 42.70,+12 24 14.4,16.1,,19.4,5,CSS080131:163943+122414,II,Simbad,618
16 40 02.1400,+07 32 07.600,,J164002.1+073208,16 40 02.14,+07 32 07.6,17.8,,,3,CSS080513:164002+073208,,Simbad,619
16 40 17.8400,+08 08 22.600,,J164017.8+080823,16 40 17.84,+08 08 22.6,17.4,,20.9,2,CSS090711:164018+080823,,Simbad,620
16 41 46.7700,+12 10 25.800,,J164146.8+121026,16 41 46.77,+12 10 25.8,16.9,,,3,CSS080606:164147+121026,III,Simbad,621
16 43 54.4000,-13 15 25.100,,J164354.4-131525,16 43 54.40,-13 15 25.1,15.9,,20.8,1,CSS100507:164354-131525,III,Simbad,622
16 44 13.2500,+05 41 58.300,,J164413.3+054158,16 44 13.25,+05 41 58.3,16.8,,19.9,4,CSS090416:164413+054158,III,Simbad,623
16 44 49.4300,+19 59 40.400,,J164449.4+195940,16 44 49.43,+19 59 40.4,14.9,,20.0,2,V0611 Her,,Simbad,624
16 46 24.7800,+18 08 08.400,,J164624.8+180808,16 46 24.78,+18 08 08.4,17.7,,,1,CSS100616:164625+180808,,Simbad,625
16 47 47.9800,+43 38 45.000,,J164748.0+433845,16 47 47.98,+43 38 45.0,19.3,,,1,CSS100513:164748+433845,,Simbad,626
16 49 50.3800,+03 58 34.800,,J164950.4+035835,16 49 50.38,+03 58 34.8,14.6,,18.7,2,CSS100707:164950+035835,II,Simbad,627
16 50 02.7800,+43 56 15.700,,J165002.8+435616,16 50 02.78,+43 56 15.7,18.4,,,1,CSS090930:165003+435616,,Simbad,628
16 53 11.3800,-10 57 20.900,,J165311.4-105721,16 53 11.38,-10 57 20.9,18.5,,,1,CSS090617:165311-105721,,Simbad,629
16 53 58.9800,+20 10 10.400,,J165359.0+201010,16 53 58.98,+20 10 10.4,14.7,,,4,SDSS J165359.06+201010.4,I,Simbad,630
16 54 59.8900,-06 51 42.200,,J165459.9-065142,16 54 59.89,-06 51 42.2,18.7,,20.4,1,CSS090612:165500-065142,,Simbad,631
16 56 48.8800,+09 36 18.000,,J165648.9+093618,16 56 48.88,+09 36 18.0,17.8,>,20.3,2,CSS090722:165649+093618,,Simbad,632
16 57 40.9700,-05 56 24.600,,J165740.9-055625,16 57 40.97,-05 56 24.6,17.4,,19.5,3,120526:165741-055625 III,,Simbad,633
16 57 41.9400,-04 15 42.800,,J165741.9-041543,16 57 41.94,-04 15 42.8,17.1,,19.4,1,CSS120301:165742-041543,,Simbad,634
16 58 03.7400,+14 36 33.900,,J165803.7+143634,16 58 03.74,+14 36 33.9,16.7,>,20.1,1,CSS120621:165804+143634,,Simbad,635
16 58 17.7600,+02 56 38.900,,J165817.8+025639,16 58 17.76,+02 56 38.9,18.7,,21.9,1,CSS090421:165818+025639,,Simbad,636
16 58 56.1000,-00 54 03.400,,J165856.1-005403,16 58 56.10,-00 54 03.4,17.1,,,2,CSS100619:165856-005403,,Simbad,637
17 01 15.8100,-02 41 58.500,,J170115.8-024158,17 01 15.81,-02 41 58.5,17.6,>,22.1,1,CSS090612:170116-024158,,Simbad,638
17 01 51.5900,+13 21 30.600,,J170151.6+132131,17 01 51.59,+13 21 30.6,18.0,,19.6,5,CSS110426:170152+132131,II,Simbad,639
17 03 43.5500,+09 08 34.800,,J170343.5+090835,17 03 43.55,+09 08 34.8,14.5,,20.8,2,CSS090622:170344+090835,,Simbad,640
17 06 09.6800,+14 34 52.000,,J170609.7+143452,17 06 09.68,+14 34 52.0,14.8,,17.8,3,CSS090205:170610+143452,,Simbad,641
17 07 02.4600,+16 53 38.700,,J170702.5+165339,17 07 02.46,+16 53 38.7,16.7,,21.1,1,CSS090818:170702+165339,,Simbad,642
17 12 02.9300,+27 54 11.000,,J171202.9+275411,17 12 02.93,+27 54 11.0,17.2,,20.9,5,SDSS J171202.95+275411.0,,Simbad,643
17 12 23.0900,+36 25 15.800,,J171223.1+362516,17 12 23.09,+36 25 15.8,16.4,,,1,CSS090516:171223+362516,,Simbad,644
17 12 49.8900,+31 07 07.600,,J171249.9+310708,17 12 49.89,+31 07 07.6,15.8,,19.7,2,CSS120424:171250+310708,,Simbad,645
17 14 46.4500,+06 23 03.700,,J171446.5+062304,17 14 46.45,+06 23 03.7,17.7,,21.7,1,CSS110623:171446+062304,,Simbad,646
17 16 40.0600,+11 28 45.800,,J171640.1+112846,17 16 40.06,+11 28 45.8,18.1,,,1,CSS120619:171640+112846,,Simbad,647
17 18 08.0300,+13 19 06.700,,J171808.0+131907,17 18 08.03,+13 19 06.7,17.9,>,21.3,1,CSS090729:171808+131907,,Simbad,648
17 19 57.9000,+20 02 36.200,,J171957.9+200236,17 19 57.90,+20 02 36.2,18.1,,20.4,1,CSS111022:171958+200236,,Simbad,649
17 20 38.6700,+18 38 02.000,,J172038.7+183802,17 20 38.67,+18 38 02.0,15.0,,19.5,2,CSS090929:172039+183802,II,Simbad,650
17 21 02.4900,+27 33 01.300,,J172102.4+273301,17 21 02.49,+27 33 01.3,16.2,>,21.3,1,SDSS J172102.48+273301.2,,Simbad,651
17 21 48.8600,-05 17 13.300,X,J172148.9-051713,17 21 48.86,-05 17 13.3,14.8,,20.7,1,CSS120611:172149-051713,,Simbad,652
17 24 06.3200,+41 14 10.100,,J172406.3+411410,17 24 06.32,+41 14 10.1,16.4,,18.1,1,V1007 Her,,Simbad,653
17 25 15.5100,+07 32 49.000,,J172515.5+073249,17 25 15.51,+07 32 49.0,14.6,,20.3,1,CSS100706:172516+073249,,Simbad,654
17 27 33.6700,+13 05 12.900,,J172733.7+130513,17 27 33.67,+13 05 12.9,16.9,,18.8,2,CSS090929:172734+130513,II,Simbad,655
17 29 00.9400,+16 01 08.000,,J172900.9+160108,17 29 00.94,+16 01 08.0,17.0,,18.1,1,CSS090922:172901+160108,,Simbad,656
17 29 29.1100,+20 18 08.300,,J172929.1+201808,17 29 29.11,+20 18 08.3,17.5,,21.8,1,CSS081010:172929+201808,,Simbad,657
17 29 51.6000,+22 08 08.100,,J172951.6+220808,17 29 51.60,+22 08 08.1,15.1,,17.8,2,CSS100707:172952+220808,,Simbad,658
17 30 02.9300,+48 21 18.600,,J173002.9+482119,17 30 02.93,+48 21 18.6,16.0,>,20.4,1,CSS090303:173003+482119,,Simbad,659
17 31 50.1300,+15 02 58.100,,J173150.1+150258,17 31 50.13,+15 02 58.1,18.5,>,20.4,1,CSS090929:173150+150258,,Simbad,660
17 32 45.2800,+09 47 46.300,,J173245.3+094746,17 32 45.28,+09 47 46.3,16.7,,,1,CSS120612:173245+094746 II,I,Simbad,661
17 33 07.8900,+30 06 34.500,,J173307.9+300635,17 33 07.89,+30 06 34.5,18.1,,,2,CSS090820:173308+300635,,Simbad,662
17 34 47.0300,+37 14 45.200,,J173447.0+371445,17 34 47.03,+37 14 45.2,16.3,,19.6,1,DDE 25,,Simbad,663
17 35 16.9100,+15 47 08.400,,J173516.9+154708,17 35 16.91,+15 47 08.4,14.2,,17.4,1,CSS110623:173517+154708,III,Simbad,664
17 35 28.2500,+36 31 06.700,,J173528.3+363107,17 35 28.25,+36 31 06.7,17.5,,,1,CSS100413:173528+363107,,Simbad,665
17 38 01.9100,+35 45 49.000,,J173801.9+354549,17 38 01.91,+35 45 49.0,16.1,>,20.0,3,CSS090421:173802+354549,,Simbad,666
17 38 51.0200,+29 23 14.000,,J173851.0+292314,17 38 51.02,+29 23 14.0,17.1,>,20.5,2,CSS090711:173851+292314,,Simbad,667
17 38 59.8100,+34 40 23.100,,J173859.8+344023,17 38 59.81,+34 40 23.1,18.1,,,1,CSS080512:173860+344023,,Simbad,668
17 42 09.1800,+23 48 29.500,,J174209.1+234829,17 42 09.18,+23 48 29.5,14.3,,19.2,3,V660 Her,,Simbad,669
17 43 01.4600,+30 00 52.600,,J174301.5+300053,17 43 01.46,+30 00 52.6,17.0,,,1,CSS090205:174301+300053,,Simbad,670
17 47 14.3400,+15 00 47.700,,J174714.3+150048,17 47 14.34,+15 00 47.7,16.7,,20.1,2,CSS080409:174714+150048,,Simbad,671
17 51 30.1500,+35 21 23.300,,J175130.2+352123,17 51 30.15,+35 21 23.3,14.9,,,1,CSS090303:175130+352123,,Simbad,672
17 52 52.5900,+29 22 18.900,,J175252.6+292219,17 52 52.59,+29 22 18.9,15.2,,18.0,1,NY Her,II,Simbad,673
17 56 33.3100,+57 29 26.900,,J175633.3+572927,17 56 33.31,+57 29 26.9,17.3,,20.2,1,CSS111021:175633+572927,,Simbad,674
17 56 48.7200,+34 43 59.600,,J175648.7+344360,17 56 48.72,+34 43 59.6,17.6,,,2,CSS110610:175649+344360,,Simbad,675
18 05 46.3300,+31 40 17.900,,J180546.3+314017,18 05 46.33,+31 40 17.9,14.1,,18.6,4,V1008 Her,,Simbad,676
18 08 04.4700,+38 46 17.200,,J180804.5+384617,18 08 04.47,+38 46 17.2,14.2,,,1,PR Her,,Simbad,677
18 21 11.9500,+38 47 44.300,,J182111.9+384744,18 21 11.95,+38 47 44.3,14.7,,17.1,3,V391 Lyr,,Simbad,678
18 39 28.8800,-58 16 46.200,,J183928.9-581646,18 39 28.88,-58 16 46.2,15.6,,,1,SSS120329:183929-581646,,Simbad,679
18 48 32.6600,-62 53 21.600,,J184832.7-625322,18 48 32.66,-62 53 21.6,17.0,>,20.6,1,SSS100722:184833-625322,,Simbad,680
18 50 26.7400,-46 42 57.800,,J185026.7-464258,18 50 26.74,-46 42 57.8,16.5,,,1,SSS120517:185027-464258,,Simbad,681
18 57 25.7300,-58 45 57.800,,J185725.7-584558,18 57 25.73,-58 45 57.8,17.4,,,1,SSS120527:185726-584558,,Simbad,682
19 16 15.5400,-39 23 30.400,,J191615.5-392330,19 16 15.54,-39 23 30.4,17.6,,,4,SSS101004:191616-392330,,Simbad,683
19 19 05.4900,-44 56 42.600,,J191905.5-445643,19 19 05.49,-44 56 42.6,16.4,,,1,SSS100901:191905-445643,,Simbad,684
19 19 50.8100,-46 41 32.100,,J191950.8-464132,19 19 50.81,-46 41 32.1,17.0,,,1,SSS120517:191951-464132,,Simbad,685
19 22 01.3900,-48 14 31.800,,J192201.4-481432,19 22 01.39,-48 14 31.8,16.9,,,2,SSS100831:192201-481432,,Simbad,686
19 35 11.4500,-53 17 45.500,,J193511.4-531746,19 35 11.45,-53 17 45.5,16.2,,18.9,1,SSS110624:193511-531746,,Simbad,687
19 37 03.2000,-24 32 53.600,,J193703.2-243254,19 37 03.20,-24 32 53.6,16.3,,,1,SSS110623:193703-243254,,Simbad,688
19 40 21.8900,-44 05 40.900,,J194021.9-440541,19 40 21.89,-44 05 40.9,17.6,>,20.6,2,SSS101004:194022-440541,,Simbad,689
19 44 27.8300,-42 02 08.500,,J194427.8-420209,19 44 27.83,-42 02 08.5,17.1,,20.4,3,SSS100805:194428-420209,,Simbad,690
19 49 28.4800,-35 31 08.600,,J194928.5-353109,19 49 28.48,-35 31 08.6,16.4,,,1,SSS100704:194928-353109,,Simbad,691
19 49 51.3400,-47 14 39.000,,J194951.3-471439,19 49 51.34,-47 14 39.0,17.7,,,1,SSS101103:194951-471439,,Simbad,692
19 50 06.7500,-32 37 08.900,,J195006.7-323709,19 50 06.75,-32 37 08.9,16.6,,,2,SSS100806:195007-323709,,Simbad,693
19 50 55.4400,-18 56 04.800,,J195055.4-185605,19 50 55.44,-18 56 04.8,,,,1,SSS120321:195055-185605,,Simbad,694
19 55 50.8600,-26 02 49.200,,J195550.9-260249,19 55 50.86,-26 02 49.2,18.4,,,1,SSS120715:195551-260249,,Simbad,695
19 55 55.1700,-30 36 00.800,,J195555.2-303601,19 55 55.17,-30 36 00.8,16.6,,,3,SSS100514:195555-303601,,Simbad,696
19 59 08.4200,-53 16 45.000,,J195908.4-531645,19 59 08.42,-53 16 45.0,17.6,,,1,SSS110624:195908-531645,,Simbad,697
20 00 43.5400,-34 36 26.800,,J200043.5-343627,20 00 43.54,-34 36 26.8,16.6,,,3,SSS100720:200044-343627,,Simbad,698
20 03 31.2700,-28 49 41.300,,J200331.3-284941,20 03 31.27,-28 49 41.3,15.4,,18.8,1,SSS100615:200331-284941,,Simbad,699
20 04 45.4300,-32 20 29.400,,J200445.4-322029,20 04 45.43,-32 20 29.4,15.6,,,1,SSS120330:200445-322029,,Simbad,700
20 10 01.3400,-17 25 10.300,,J201001.3-172510,20 10 01.34,-17 25 10.3,18.1,,20.8,1,CSS100911:201001-172510,,Simbad,701
20 10 24.5200,-17 02 30.100,,J201024.5-170230,20 10 24.52,-17 02 30.1,15.8,,20.6,2,SSS110622:201025-170230,,Simbad,702
20 10 45.1900,-47 28 41.200,,J201045.2-472841,20 10 45.19,-47 28 41.2,16.2,>,20.6,1,SSS120519:201045-472841,,Simbad,703
20 13 06.6800,-36 56 19.800,,J201306.7-365620,20 13 06.68,-36 56 19.8,17.6,,,1,SSS120518:201307-365620,,Simbad,704
20 14 03.8100,-54 06 25.000,,J201403.8-540625,20 14 03.81,-54 06 25.0,17.2,,,1,SSS110626:201404-540625,,Simbad,705
20 18 40.4300,-18 47 17.900,,J201840.4-184718,20 18 40.43,-18 47 17.9,15.7,,21.2,1,CSS100522:201840-184718,,Simbad,706
20 19 10.6600,-42 54 25.900,,J201910.7-425426,20 19 10.66,-42 54 25.9,17.8,,20.3,1,SSS111024:201911-425426,,Simbad,707
20 21 21.1300,-20 21 41.500,,J202121.1-202142,20 21 21.13,-20 21 41.5,17.0,,20.9,1,MLS120530:202121-202142,,Simbad,708
20 22 37.6100,-19 05 33.900,,J202237.6-190534,20 22 37.61,-19 05 33.9,17.7,,20.5,3,CSS100522:202238-190534,,Simbad,709
20 25 37.7100,-35 26 29.100,,J202537.7-352629,20 25 37.71,-35 26 29.1,17.9,,,1,SSS110503:202538-352629,,Simbad,710
20 26 02.9900,-32 08 15.200,,J202603.0-320815,20 26 02.99,-32 08 15.2,15.5,>,20.8,2,SSS100813:202603-320815,,Simbad,711
20 27 31.1600,-22 40 01.700,,J202731.2-224002,20 27 31.16,-22 40 01.7,13.1,,18.3,1,SSS110515:202731-224002,,Simbad,712
20 28 38.5400,-52 18 45.100,,J202838.5-521845,20 28 38.54,-52 18 45.1,14.1,,,1,KK Tel,,Simbad,713
20 28 57.1400,-06 18 02.800,,J202857.1-061803,20 28 57.14,-06 18 02.8,15.7,>,20.8,2,CSS110621:202857-061803,,Simbad,714
20 29 15.7800,-50 58 46.500,,J202915.8-505847,20 29 15.78,-50 58 46.5,14.0,,19.1,1,SSS120725:202916-505847,,Simbad,715
20 29 47.5400,-15 54 37.100,,J202947.5-155437,20 29 47.54,-15 54 37.1,13.0,,17.9,4,SY Cap,II,Simbad,716
20 32 14.0100,-11 26 00.800,X,J203214.0-112601,20 32 14.01,-11 26 00.8,16.2,,,1,CSS100613:203214-112601,,Simbad,717
20 39 37.6800,-04 29 07.800,,J203937.7-042908,20 39 37.68,-04 29 07.8,14.9,,17.9,1,CSS120813:203938-042908,,Simbad,718
20 40 01.4000,-14 49 08.500,,J204001.4-144908,20 40 01.40,-14 49 08.5,17.7,,20.9,2,CSS101116:204001-144908,,Simbad,719
20 41 10.1200,-04 38 02.600,,J204110.1-043803,20 41 10.12,-04 38 02.6,17.5,,,2,CSS080921:204110-043803,,Simbad,720
20 42 58.8000,-00 33 53.400,,J204258.8-003353,20 42 58.80,-00 33 53.4,16.3,,,1,CSS110919:204259-003353,,Simbad,721
20 43 58.3900,-19 42 57.500,,J204358.4-194257,20 43 58.39,-19 42 57.5,14.6,,19.3,1,MLS100706:204358-194257,,Simbad,722
20 44 55.0600,-16 22 30.300,,J204455.1-162230,20 44 55.06,-16 22 30.3,14.3,,15.4,1,Loneos-RR 62,,Simbad,723
20 45 22.7900,-01 10 04.500,,J204522.8-011004,20 45 22.79,-01 10 04.5,16.5,,,1,CSS110930:204523-011004,,Simbad,724
20 45 22.8300,-45 31 39.400,,J204522.8-453139,20 45 22.83,-45 31 39.4,15.8,,20.7,2,SSS100906:204523-453139,,Simbad,725
20 46 17.9500,-31 21 28.300,,J204618.0-312128,20 46 17.95,-31 21 28.3,14.5,,19.3,2,SSS110413:204618-312128,,Simbad,726
20 49 16.4400,-03 17 33.400,,J204916.4-031733,20 49 16.44,-03 17 33.4,17.3,,,2,CSS081030:204916-031733,,Simbad,727
20 51 45.4600,+07 53 04.900,,J205145.5+075305,20 51 45.46,+07 53 04.9,17.5,,,1,CSS111022:205145+075305,III,Simbad,728
20 52 52.2600,-06 14 40.900,,J205252.3-061441,20 52 52.26,-06 14 40.9,17.6,>,19.2,1,CSS110703:205252-061441,,Simbad,729
20 53 03.0300,-39 57 49.300,,J205303.0-395749,20 53 03.03,-39 57 49.3,17.0,,,1,SSS110919:205303-395749,,Simbad,730
20 54 08.1600,-19 40 26.500,,J205408.2-194027,20 54 08.16,-19 40 26.5,16.4,,19.5,4,CSS090829:205408-194027,,Simbad,731
20 54 36.5500,-54 18 10.200,,J205436.5-541810,20 54 36.55,-54 18 10.2,14.8,,,1,SSS100831:205437-541810,,Simbad,732
20 57 37.5700,-14 28 06.600,,J205737.6-142807,20 57 37.57,-14 28 06.6,16.4,,20.4,1,CSS080607:205738-142807,,Simbad,733
20 59 32.9300,-09 16 16.100,,J205932.9-091616,20 59 32.93,-09 16 16.1,15.1,,17.7,7,CSS090528:205933-091616,II,Simbad,734
21 00 34.3500,+05 54 36.100,,J210034.4+055436,21 00 34.35,+05 54 36.1,16.3,,,2,CSS101009:210034+055436,,Simbad,735
